comdistnm,jobstatusdesc,licencetypes,tradename,first_iss_dt,industry_sector,is_growth,community_volume,impact_weight,is_licensed,vitality_index,recent_growth_count,strategic_action
DALHOUSIE,Renewal Licensed,"RETAIL DEALER - PREMISES,
LIQUOR STORE,
FOOD SERVICE - PREMISES",ACE LIQUOR AT DALHOUSIE,2021-04-21 09:16:05,Food & Beverage,0,46,0.56,0,0.04,943,STABLE OPERATIONS
TUXEDO PARK,Pending Renewal,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
VAPE RETAILER",HUFF N' PUFF SMOKE & CIGAR,2022-05-27 15:20:48,Retail Trade,0,156,1.9,0,0.1,894,MONITOR FRICTION
BRENTWOOD,Renewal Licensed,PERSONAL SERVICE,BRENTWOOD NAILS AND SPA,2016-09-07 11:06:47,Personal,0,182,2.22,0,0.12,449,URGENT INTERVENTION
AURORA BUSINESS PARK,Renewal Invoiced,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",SAIGON PEARL RESTAURANT,2022-05-19 08:51:46,Food & Beverage,0,36,0.44,0,0.06,943,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Pending Renewal,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL)",CHRISTINE AESTHETICS AND WELLNESS CLINIC,2025-07-07 09:35:13,Personal,1,827,10.09,0,0.1,449,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Renewal Licensed,CONTRACTOR,STAR PLUMBING,2014-09-19 11:14:50,Construction & Trades,0,827,10.09,0,0.1,404,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,MANUFACTURER,CLOVERDALE PAINT,2016-02-23 09:46:21,Manufacturer,0,850,10.37,0,0.09,72,URGENT INTERVENTION
LAKE BONAVISTA,Renewal Licensed,RETAIL DEALER - PREMISES,BEADS & PLENTY MORE,2018-03-08 12:46:44,Retail Trade,0,132,1.61,0,0.08,894,MONITOR FRICTION
SOUTH FOOTHILLS,Renewal Invoiced,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",ATL HEAVY DUTY REPAIRS & ALIGNMENT,2021-04-21 09:29:12,Retail Trade,0,123,1.5,0,0.12,894,MONITOR FRICTION
FOOTHILLS,Pending Renewal,WHOLESALER,SELECT ENERGY SYSTEMS,2003-07-04 05:34:04,Wholesaler,0,850,10.37,0,0.09,73,URGENT INTERVENTION
ROSEMONT,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),APARTMENT BUILDING,2001-06-01 00:00:00,Retail Trade,0,24,0.29,0,0.12,894,STABLE OPERATIONS
ROSSCARROCK,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),APARTMENT BUILDING,2001-06-01 00:00:00,Retail Trade,0,91,1.11,0,0.14,894,STABLE OPERATIONS
VALLEYFIELD,Renewal Licensed,MANUFACTURER,TREE ISLAND INDUSTRIES,2016-04-05 09:31:28,Manufacturer,0,93,1.13,0,0.05,72,STABLE OPERATIONS
GLENDEER BUSINESS PARK,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",A & W RESTAURANT,2010-08-18 10:37:47,Food & Beverage,0,15,0.18,0,0.07,943,STABLE OPERATIONS
VALLEYFIELD,Pending Renewal,WHOLESALER,INTERSTATE BATTERIES OF CALGARY,2013-06-01 05:32:50,Wholesaler,0,93,1.13,0,0.05,73,STABLE OPERATIONS
CRESCENT HEIGHTS,Renewal Licensed,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",CENTRE STREET AUTO SERVICE,2002-02-26 17:25:25,Retail Trade,0,257,3.13,0,0.11,894,URGENT INTERVENTION
WILLOW PARK,Renewal Licensed,RETAIL DEALER - PREMISES,R W & CO,2020-10-21 10:52:31,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
MARLBOROUGH PARK,Renewal Licensed,RETAIL DEALER - PREMISES,MCINNIS & HOLLOWAY,2001-06-01 00:00:00,Retail Trade,0,70,0.85,0,0.07,894,STABLE OPERATIONS
DALHOUSIE,Renewal Licensed,FUEL SALES/STORAGE,CANADIAN TIRE GAS BAR,2001-06-01 00:00:00,Fuel,0,46,0.56,0,0.04,0,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Pending Renewal,RETAIL DEALER - PREMISES,CREATIONS BY CASABLANCA,2003-05-29 05:36:38,Retail Trade,0,827,10.09,0,0.1,894,URGENT INTERVENTION
SOUTH AIRWAYS,Pending Renewal,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),MENARD CANADA,2024-06-11 12:01:59,Construction & Trades,0,496,6.05,0,0.1,404,URGENT INTERVENTION
BRIDGELAND/RIVERSIDE,Licensed,PERSONAL SERVICE (TATTOO),ART OF DOTS SMP,2026-02-20 11:26:27,Personal,1,142,1.73,1,0.1,449,MONITOR FRICTION
NOLAN HILL,Renewal Invoiced,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),VILLAGES AT NOLAN HILL - BUILDING 400,2025-04-28 14:53:20,Retail Trade,1,53,0.65,0,0.08,894,STABLE OPERATIONS
DOWNTOWN COMMERCIAL CORE,Licensed,PERSONAL SERVICE (MICROBLADING),MESH HAIR,2026-01-06 10:47:09,Personal,1,830,10.12,1,0.13,449,URGENT INTERVENTION
HIGHFIELD,Renewal Licensed,CONTRACTOR,TRUE EXTERIORS,2012-10-25 10:50:38,Construction & Trades,0,441,5.38,0,0.1,404,URGENT INTERVENTION
SUNALTA,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),2369771 ALBERTA,2022-05-04 15:39:07,Retail Trade,0,140,1.71,0,0.13,894,MONITOR FRICTION
THORNCLIFFE,Licensed,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",AVEIRA SPA AND WELLNESS,2026-02-18 15:12:06,Retail Trade,1,64,0.78,1,0.09,894,STABLE OPERATIONS
FAIRVIEW,Renewal Licensed,"ENTERTAINMENT ESTABLISHMENT,
TOBACCO RETAILER,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",STONEGATE PUB,2005-08-17 14:27:19,Food & Beverage,0,56,0.68,0,0.21,943,STABLE OPERATIONS
MAYLAND,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),ENMAX POWER SERVICES,2018-07-11 13:33:20,Construction & Trades,0,76,0.93,0,0.07,404,STABLE OPERATIONS
HILLHURST,Renewal Licensed,"MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES,
PERSONAL SERVICE (MICROBLADING),
ALCOHOL BEVERAGE SALES (ACCESSORY)",FULL HOUSE BEAUTY BAR,2023-04-25 15:04:22,Food & Beverage,0,247,3.01,0,0.17,943,URGENT INTERVENTION
KILLARNEY/GLENGARRY,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING),
VAPE RETAILER",7 ELEVEN FOOD STORE #14818,2001-06-01 00:00:00,Food & Beverage,0,92,1.12,0,0.13,943,STABLE OPERATIONS
FRANKLIN,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),TEKENA,2023-12-18 15:18:52,Construction & Trades,0,332,4.05,0,0.1,404,URGENT INTERVENTION
STONEY 3,Pending Renewal,"MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",SEWA PHYSIOTHERAPY & MASSAGE CLINIC,2017-06-30 11:11:45,Retail Trade,0,250,3.05,0,0.28,894,URGENT INTERVENTION
WESTWINDS,Pending Renewal,RETAIL DEALER - PREMISES,PRAIRIE WINDS ANIMAL CLINIC,2022-05-30 09:56:58,Retail Trade,0,366,4.46,0,0.22,894,URGENT INTERVENTION
MARLBOROUGH,Renewal Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",STUDIO 2000 HAIR DESIGN,2001-06-01 00:00:00,Retail Trade,0,138,1.68,0,0.13,894,MONITOR FRICTION
GLAMORGAN,Licensed,FABRIC CLEANING,RICHMOND LAUNDROMAT,2025-12-08 16:05:48,Personal Services,1,54,0.66,1,0.06,20,STABLE OPERATIONS
ACADIA,Renewal Invoiced,MASSAGE CENTRE (COMMERCIAL),SOUTHLAND ACUPUNCTURE AND MASSAGE CLINIC,2023-04-20 12:13:34,Massage,0,198,2.41,0,0.14,88,URGENT INTERVENTION
FAIRVIEW INDUSTRIAL,Pending Renewal,"WHOLESALER,
WAREHOUSING",CANCORE INDUSTRIES,2019-07-05 08:43:07,"Wholesaler,",0,325,3.96,0,0.1,8,URGENT INTERVENTION
MISSION,Renewal Licensed,PERSONAL SERVICE (FITNESS CONDITIONING),MOVE DANCE STUDIO,2023-12-14 15:57:12,Personal,0,164,2.0,0,0.13,449,MONITOR FRICTION
WESTWINDS,Licensed,CONTRACTOR,PRAIRIE LIGHTING,2026-02-12 08:46:53,Construction & Trades,1,366,4.46,1,0.22,404,URGENT INTERVENTION
MCCALL,Renewal Licensed,FURNITURE REFINISHING,ALL PRO FURNITURE FINISHING & RESTORATIONS,2010-11-24 15:26:08,Furniture,0,387,4.72,0,0.15,0,URGENT INTERVENTION
EAST FAIRVIEW INDUSTRIAL,Renewal Licensed,RETAIL DEALER - PREMISES,WIRELESS WORLD SOLUTIONS,2014-04-09 12:13:38,Retail Trade,0,151,1.84,0,0.06,894,MONITOR FRICTION
GLAMORGAN,Renewal Licensed,"CHARITABLE ORGANIZATION,
PERSONAL SERVICE,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",WESTVIEW LODGE,2003-09-11 05:34:42,Food & Beverage,0,54,0.66,0,0.06,943,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Renewal Licensed,RETAIL DEALER - PREMISES,LITTLE SHOP OF PLEASURES,2001-06-01 00:00:00,Retail Trade,0,827,10.09,0,0.1,894,URGENT INTERVENTION
SADDLE RIDGE,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",SHOPPERS DRUG MART STORE #2403,2016-11-25 15:50:28,Food & Beverage,0,111,1.35,0,0.19,943,MONITOR FRICTION
CRESCENT HEIGHTS,Renewal Licensed,PERSONAL SERVICE,IN LOVE SKIN 24 STUDIO,2025-01-08 13:13:41,Personal,0,257,3.13,0,0.11,449,URGENT INTERVENTION
WESTWINDS,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",ALTA HALAL MEAT,2024-07-18 16:10:23,Food & Beverage,0,366,4.46,0,0.22,943,URGENT INTERVENTION
BELTLINE,Renewal Licensed,PERSONAL SERVICE (TATTOO),MELANCHOLY MOTH,2025-02-06 12:17:03,Personal,0,971,11.84,0,0.11,449,URGENT INTERVENTION
HILLHURST,Renewal Licensed,SCHOOL (PROV. APPROVED),PROFESSIONAL INSTITUTE OF MANAGEMENT & TECHNOLOGY,2021-01-20 08:02:52,School,0,247,3.01,0,0.17,52,URGENT INTERVENTION
MEADOWLARK PARK,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",SPORT CHEK WOMEN (SC5160),2017-02-28 13:23:01,Food & Beverage,0,209,2.55,0,0.09,943,URGENT INTERVENTION
BELVEDERE,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",WAL-MART SUPERCENTRE #1136,2014-03-27 16:25:13,Food & Beverage,0,47,0.57,0,0.04,943,STABLE OPERATIONS
BELTLINE,Renewal Licensed,PERSONAL SERVICE,FRAGMENTS HAIR DESIGN,2019-11-16 05:33:00,Personal,0,971,11.84,0,0.11,449,URGENT INTERVENTION
FAIRVIEW INDUSTRIAL,Renewal Licensed,RETAIL DEALER - PREMISES,SPENCE DIAMONDS,2006-01-26 12:48:48,Retail Trade,0,325,3.96,0,0.1,894,URGENT INTERVENTION
MIDNAPORE,Pending Renewal,CONTRACTOR,ECONOSHIELD WINDOWS,2020-07-03 12:01:42,Construction & Trades,0,163,1.99,0,0.11,404,MONITOR FRICTION
MCCALL,Renewal Licensed,FOOD SERVICE - PREMISES,TERRA MICROGREENS,2023-10-13 10:34:09,Food & Beverage,0,387,4.72,0,0.15,943,URGENT INTERVENTION
BOWNESS,Renewal Licensed,"ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",BAR ONE,2006-07-12 14:07:50,Food & Beverage,0,151,1.84,0,0.13,943,MONITOR FRICTION
MANCHESTER INDUSTRIAL,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),TIM HORTONS #1143,2014-02-27 15:36:49,Food & Beverage,0,827,10.09,0,0.1,943,URGENT INTERVENTION
BELTLINE,Renewal Licensed,"PERSONAL SERVICE,
FOOD SERVICE - PREMISES,
ALCOHOL BEVERAGE SALES (ACCESSORY)",BARBER CULTURE,2016-01-22 08:58:20,Food & Beverage,0,971,11.84,0,0.11,943,URGENT INTERVENTION
MERIDIAN,Renewal Licensed,"ALARM AGENCY,
CONTRACTOR",SKYLINE ELECTRICAL SERVICES,2012-04-04 08:37:10,Construction & Trades,0,193,2.35,0,0.12,404,URGENT INTERVENTION
ALYTH/BONNYBROOK,Renewal Licensed,"RETAIL DEALER - PREMISES,
WHOLESALER,
WAREHOUSING",WHITE CAP SUPPLY CANADA,2019-02-27 08:51:16,Retail Trade,0,223,2.72,0,0.1,894,URGENT INTERVENTION
MOUNT PLEASANT,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",AUTOMAXX,2018-12-27 11:32:26,Retail Trade,0,71,0.87,0,0.08,894,STABLE OPERATIONS
HILLHURST,Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",WSPAWELLNESS,2025-09-22 14:35:38,Retail Trade,1,247,3.01,1,0.17,894,URGENT INTERVENTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,WAREHOUSING,SENTINEL STORAGE,2023-07-24 14:18:28,Warehousing,0,576,7.02,0,0.08,25,URGENT INTERVENTION
SETON,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES,
PERSONAL SERVICE (FITNESS CONDITIONING)",EVOLVE STRENGTH SETON,2022-03-24 11:59:17,Food & Beverage,0,111,1.35,0,0.23,943,MONITOR FRICTION
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,"MANUFACTURER,
RETAIL DEALER - PREMISES",DHQ DIGITAL HEADQUARTERS IMAGING CENTRE,2004-03-25 13:05:18,Retail Trade,0,830,10.12,0,0.13,894,URGENT INTERVENTION
SETON,Renewal Licensed,"PERSONAL SERVICE,
FOOD SERVICE - PREMISES,
ALCOHOL BEVERAGE SALES (ACCESSORY)",MT NAILS,2025-03-26 09:23:59,Food & Beverage,0,111,1.35,0,0.23,943,MONITOR FRICTION
SADDLE RIDGE INDUSTRIAL,Licensed,MANUFACTURER,SUNSHIELD TECH,2025-10-09 09:23:19,Manufacturer,1,37,0.45,1,0.24,72,STABLE OPERATIONS
KELVIN GROVE,Licensed,PERSONAL SERVICE,LA REINA AESTHETICS,2026-01-08 09:05:26,Personal,1,31,0.38,1,0.1,449,STABLE OPERATIONS
PANORAMA HILLS,Pending Renewal,"MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",PEACE OF MIND MASSAGE,2019-06-24 13:35:01,Retail Trade,0,22,0.27,0,0.05,894,STABLE OPERATIONS
HILLHURST,Renewal Licensed,RETAIL DEALER - PREMISES,UPS STORE #260 (THE),2016-07-25 14:55:06,Retail Trade,0,247,3.01,0,0.17,894,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",I N S MARKET,2018-04-23 14:11:50,Food & Beverage,0,830,10.12,0,0.13,943,URGENT INTERVENTION
THORNCLIFFE,Renewal Licensed,PERSONAL SERVICE,MORABIA'S HAIR DESIGN,2013-04-09 08:51:20,Personal,0,64,0.78,0,0.09,449,STABLE OPERATIONS
SUNALTA,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),GREYSTONE COURT,2023-12-28 05:33:56,Retail Trade,0,140,1.71,0,0.13,894,MONITOR FRICTION
CALGARY INTERNATIONAL AIRPORT,Renewal Licensed,LIQUOR STORE,BSW LIQUOR AVIATION,2019-11-20 15:52:24,Liquor & Nightlife,0,198,2.41,0,0.07,37,URGENT INTERVENTION
KINGSLAND,Renewal Licensed,"ALARM AGENCY,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",SAFETY ALARM,2014-03-28 05:32:15,Construction & Trades,0,124,1.51,0,0.08,404,MONITOR FRICTION
FAIRVIEW INDUSTRIAL,Licensed,CLEANING SERVICE (RESIDENTIAL ONLY),MERRY MAIDS,2026-01-23 11:54:43,Personal Services,1,325,3.96,1,0.1,20,URGENT INTERVENTION
DEERFOOT BUSINESS CENTRE,Licensed,"RETAIL DEALER - PREMISES,
CONTRACTOR",SHIFT ENERGY GROUP,2025-11-19 14:43:52,Retail Trade,1,133,1.62,1,0.1,894,MONITOR FRICTION
RENFREW,Pending Renewal,"PERSONAL SERVICE,
FOOD SERVICE - PREMISES,
ALCOHOL BEVERAGE SALES (ACCESSORY)",NAILFITS STUDIO,2024-06-05 11:27:41,Food & Beverage,0,71,0.87,0,0.15,943,STABLE OPERATIONS
MEADOWLARK PARK,Renewal Licensed,RETAIL DEALER - PREMISES,HUGO BOSS CANADA,2014-09-22 10:20:11,Retail Trade,0,209,2.55,0,0.09,894,URGENT INTERVENTION
HIGHFIELD,Licensed,PERSONAL SERVICE,DERMA LESIONS MEDSPA,2025-09-22 07:59:54,Personal,1,441,5.38,1,0.1,449,URGENT INTERVENTION
STONEY 3,Pending Renewal,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",SUPREME CARE PHARMACY,2024-05-25 13:14:08,Food & Beverage,0,250,3.05,0,0.28,943,URGENT INTERVENTION
SKYLINE WEST,Renewal Licensed,CONTRACTOR,KAMBER DRYWALL,2024-12-02 07:17:53,Construction & Trades,0,84,1.02,0,0.05,404,STABLE OPERATIONS
HIGHFIELD,Renewal Invoiced,RETAIL DEALER - PREMISES,INSIDE AVENUE ANTIQUES,2010-04-29 05:49:29,Retail Trade,0,441,5.38,0,0.1,894,URGENT INTERVENTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,"MANUFACTURER,
MOTOR VEHICLE REPAIR AND SERVICE (1)",VIKING-CIVES,2018-01-26 08:27:07,Automotive,0,576,7.02,0,0.08,80,URGENT INTERVENTION
BRIDGELAND/RIVERSIDE,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",SHIKI MENYA,2020-07-09 15:59:46,Food & Beverage,0,142,1.73,0,0.1,943,MONITOR FRICTION
PEGASUS,Licensed,"RETAIL DEALER - PREMISES,
WHOLESALER",FAIZ AND LAYEQ GENERAL TRADING,2026-01-29 14:53:39,Retail Trade,1,45,0.55,1,0.09,894,STABLE OPERATIONS
GREAT PLAINS,Renewal Licensed,WHOLESALER,GOULD STAINLESS PRODUCTS,2015-02-24 14:25:57,Wholesaler,0,174,2.12,0,0.07,73,URGENT INTERVENTION
TARADALE,Pending Renewal,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",PIZZA DEPOT AND SHAWARMA,2022-06-30 15:54:51,Food & Beverage,0,34,0.41,0,0.15,943,STABLE OPERATIONS
HIGHFIELD,Renewal Licensed,RETAIL DEALER - PREMISES,ROBINSON LIGHTING & BATH CENTRE,2010-12-30 05:46:47,Retail Trade,0,441,5.38,0,0.1,894,URGENT INTERVENTION
SUNALTA,Pending Renewal,"MANUFACTURER,
RETAIL DEALER - PREMISES",RUBAIYAT,2006-05-30 15:09:45,Retail Trade,0,140,1.71,0,0.13,894,MONITOR FRICTION
FOREST LAWN INDUSTRIAL,Renewal Licensed,"RETAIL DEALER - PREMISES,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",ABILITY LOCK AND SAFE,2022-11-03 16:40:06,Retail Trade,0,149,1.82,0,0.15,894,MONITOR FRICTION
MIDNAPORE,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),P & B FASTER HEATING,2023-01-09 11:30:42,Construction & Trades,0,163,1.99,0,0.11,404,MONITOR FRICTION
MONTGOMERY,Renewal Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",ANANTA HEALTH,2025-01-30 12:27:31,Food & Beverage,0,98,1.2,0,0.1,943,STABLE OPERATIONS
EVANSTON,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",SHOPPERS DRUG MART #2416,2008-03-26 06:50:02,Food & Beverage,0,85,1.04,0,0.05,943,STABLE OPERATIONS
NORTH AIRWAYS,Renewal Licensed,WHOLESALER,AQUALEM BATHROOM CANADA,2022-03-07 12:38:10,Wholesaler,0,247,3.01,0,0.1,73,URGENT INTERVENTION
BELTLINE,Renewal Licensed,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",MISSY'S THIS THAT,2022-03-10 11:42:24,Food & Beverage,0,971,11.84,0,0.11,943,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,WHOLESALER,FASTCO CANADA,2025-02-12 15:23:12,Wholesaler,0,850,10.37,0,0.09,73,URGENT INTERVENTION
GLAMORGAN,Renewal Licensed,MOTOR VEHICLE REPAIR AND SERVICE (2-PROV N/R),CAR CLEANING CALGARY,2014-11-11 05:32:53,Automotive,0,54,0.66,0,0.06,80,STABLE OPERATIONS
STONEY 3,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),DAIRY QUEEN GRILL & CHILL,2018-11-21 09:08:43,Food & Beverage,0,250,3.05,0,0.28,943,URGENT INTERVENTION
HILLHURST,Renewal Licensed,PERSONAL SERVICE,TACHITA NAILS,2024-10-07 14:36:34,Personal,0,247,3.01,0,0.17,449,URGENT INTERVENTION
FRANKLIN,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",FRESH 2 DOOR,2022-02-25 17:37:44,Food & Beverage,0,332,4.05,0,0.1,943,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,"WHOLESALER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",COBALT INDUSTRIAL SUPPLY & SERVICES,2019-01-30 11:08:11,Construction & Trades,0,850,10.37,0,0.09,404,URGENT INTERVENTION
MANCHESTER,Licensed,MOTOR VEHICLE REPAIR AND SERVICE (1),PROPER MOTOR WORKS,2025-11-05 10:26:45,Automotive,1,165,2.01,1,0.15,80,URGENT INTERVENTION
SOUTH AIRWAYS,Renewal Licensed,BODY RUB CENTRE,LUXE SUNRISE,2024-02-02 15:34:44,Body,0,496,6.05,0,0.1,2,URGENT INTERVENTION
BELTLINE,Licensed,MASSAGE CENTRE (COMMERCIAL),HARMONIC ENERGY WELLNESS,2026-03-03 11:10:46,Massage,1,971,11.84,1,0.11,88,URGENT INTERVENTION
DOWNTOWN WEST END,Licensed,PERSONAL SERVICE,TB_MANICURE,2025-12-01 09:46:31,Personal,1,54,0.66,1,0.17,449,STABLE OPERATIONS
SPRINGBANK HILL,Renewal Licensed,LIQUOR STORE,ALWAYS LIQUOR,2021-03-15 09:50:12,Liquor & Nightlife,0,34,0.41,0,0.06,37,STABLE OPERATIONS
LAKE BONAVISTA,Pending Renewal,HOTEL/MOTEL,HOLIDAY INN EXPRESS,2001-06-01 00:00:00,Hotel/motel,0,132,1.61,0,0.08,0,MONITOR FRICTION
DOWNTOWN COMMERCIAL CORE,Licensed,DISTRIBUTION MANAGER,XYDOM TECHNOLOGIES,2026-03-24 08:43:17,Distribution,1,830,10.12,1,0.13,6,URGENT INTERVENTION
BRIDGELAND/RIVERSIDE,Renewal Licensed,"PERSONAL SERVICE,
MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",LEELA ECO SPA & STUDIO,2014-09-26 14:39:54,Retail Trade,0,142,1.73,0,0.1,894,MONITOR FRICTION
THORNCLIFFE,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",SAFEWAY #2243,2013-11-04 14:57:36,Food & Beverage,0,64,0.78,0,0.09,943,STABLE OPERATIONS
MISSION,Renewal Licensed,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),BROOKWOOD MANOR,2017-11-24 13:19:26,Retail Trade,0,164,2.0,0,0.13,894,MONITOR FRICTION
DISCOVERY RIDGE,Licensed,LIQUOR STORE,NEW DISCOVERY FINE WINES AND SPIRITS,2025-12-18 11:40:34,Liquor & Nightlife,1,6,0.07,1,0.17,37,STABLE OPERATIONS
RUNDLE,Pending Renewal,MASSAGE CENTRE (COMMERCIAL),RUNDLEHORN PHYSIOTHERAPY AND CHIROPRACTIC CLINIC,2024-06-14 05:32:55,Massage,0,34,0.41,0,0.09,88,STABLE OPERATIONS
HORIZON,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (SEATING)",A & W # 1713,2014-09-10 10:48:20,Food & Beverage,0,269,3.28,0,0.1,943,URGENT INTERVENTION
INGLEWOOD,Renewal Licensed,"ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",URBAN PEDAL TOURS,2023-03-15 15:23:45,Food & Beverage,0,212,2.59,0,0.13,943,URGENT INTERVENTION
HILLHURST,Pending Renewal,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (2-PROV N/R)",14TH STREET CAR WASH,2015-06-05 11:51:10,Retail Trade,0,247,3.01,0,0.17,894,URGENT INTERVENTION
MARLBOROUGH,Licensed,RETAIL DEALER - PREMISES,CROSSROADS FURNITURE MART,2025-09-26 15:41:52,Retail Trade,1,138,1.68,1,0.13,894,MONITOR FRICTION
WINSTON HEIGHTS/MOUNTVIEW,Renewal Licensed,"ENTERTAINMENT ESTABLISHMENT,
RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",WINSTON GOLF CLUB (THE),2017-04-06 15:07:29,Food & Beverage,0,34,0.41,0,0.06,943,STABLE OPERATIONS
MANCHESTER,Renewal Licensed,"MANUFACTURER,
CONTRACTOR",DAUTER STONE,2001-06-01 00:00:00,Construction & Trades,0,165,2.01,0,0.15,404,URGENT INTERVENTION
HIGHFIELD,Pending Renewal,MOTOR VEHICLE REPAIR AND SERVICE (1),DECO WINDSHIELD REPAIR,2012-06-26 10:02:14,Automotive,0,441,5.38,0,0.1,80,URGENT INTERVENTION
SECTION 23,Renewal Licensed,MANUFACTURER,SIBRO TECHNOLOGIES,2024-10-11 09:33:54,Manufacturer,0,50,0.61,0,0.06,72,STABLE OPERATIONS
SHEPARD INDUSTRIAL,Renewal Licensed,WHOLESALER,MARCO POLO HOME FURNISHINGS,2016-01-21 05:34:01,Wholesaler,0,197,2.4,0,0.09,73,URGENT INTERVENTION
GLENBROOK,Renewal Licensed,"RETAIL DEALER - PREMISES,
PERSONAL SERVICE (FITNESS CONDITIONING)",W T M FITNESS,2025-03-25 14:38:19,Retail Trade,0,72,0.88,0,0.08,894,STABLE OPERATIONS
